topic_id	initial_request	clarification_need	question_id	question	rank_label
234	tell me about dark chocolate health benefits	1	Q02734	what brand of dark chocolate are you referring to	0
234	tell me about dark chocolate health benefits	1	Q02858	what percentage of dark chocolate in one serving that you would like to know	0
234	tell me about dark chocolate health benefits	1	Q02878	what specific brand of dark chocolate are you interested in	0
234	tell me about dark chocolate health benefits	1	Q00574	are you interested only the list of health benefits of dark chocolate	0
234	tell me about dark chocolate health benefits	1	Q01387	are you trying to loss weight	0
234	tell me about dark chocolate health benefits	1	Q01487	did you need the nutritional value for dark chocolate	0
234	tell me about dark chocolate health benefits	1	Q01750	do you think of the reason to have dark chocolate	1
234	tell me about dark chocolate health benefits	1	Q02059	do you want to know how much dark chocolate you swould have for a day	0
234	tell me about dark chocolate health benefits	1	Q02234	do you want to know the origins of dark chocolate	0
234	tell me about dark chocolate health benefits	1	Q02319	do you want to know where dark chocolate is made	0
234	tell me about dark chocolate health benefits	1	Q02693	were you looking for prices of dark chocolate	0
238	tell me bio of george bush sr .	2	Q00402	are you interested in the 1992 presidential election george bush sr was part of	0
238	tell me bio of george bush sr .	2	Q03656	would you like to know what george bush sr did before being president	0
238	tell me bio of george bush sr .	2	Q03690	would you like to know where george bush sr went to school	0
238	tell me bio of george bush sr .	2	Q03926	would you like to watch a debate with george bush sr	0
238	tell me bio of george bush sr .	2	Q00543	are you interested in what george bush sr did after being president	1
238	tell me bio of george bush sr .	2	Q00544	are you interested in what george bush srs policies were	0
238	tell me bio of george bush sr .	2	Q00562	are you interested in who george bush srs son is	0
238	tell me bio of george bush sr .	2	Q02227	do you want to know the most important events of george bush srs life	0
238	tell me bio of george bush sr .	2	Q02295	do you want to know what political party george bush sr is	0
238	tell me bio of george bush sr .	2	Q03383	would you like to know about george bush srs family	0
238	tell me bio of george bush sr .	2	Q03458	would you like to know how long george bush sr was president	0
238	tell me bio of george bush sr .	2	Q03615	would you like to know the major events of george bush srs presidency	0
240	tell me more about us presidents	3	Q00201	are you interested in finding out the middle name of the most recent presidents	0
240	tell me more about us presidents	3	Q02224	do you want to know the middle name for a specific president of the united states	0
240	tell me more about us presidents	3	Q02225	do you want to know the middle name of the current president of the united states	0
240	tell me more about us presidents	3	Q02292	do you want to know what middle name is the most common for presidents	1
240	tell me more about us presidents	3	Q00349	are you interested in presidential middle names for the past presidents of the united states	0
240	tell me more about us presidents	3	Q00437	are you interested in the full name of the current president of the united states	0
240	tell me more about us presidents	3	Q00438	are you interested in the full names of all of the past presidents of the united states	0
240	tell me more about us presidents	3	Q00466	are you interested in the middle name of the current vice president of the united states	0
240	tell me more about us presidents	3	Q01082	are you looking for the middle names of the early presidents	0
240	tell me more about us presidents	3	Q01156	are you looking to find out unique middle names that presidents have had	0
240	tell me more about us presidents	3	Q01491	did you want the middle name of a particular president	0
240	tell me more about us presidents	3	Q01890	do you want the middle names of all of the presidents	0
261	tell me about folk remedies for a sore throat .	1	Q00208	are you interested in folk remedies from a specific era	0
261	tell me about folk remedies for a sore throat .	1	Q02137	do you want to know if these remedies actually work	0
261	tell me about folk remedies for a sore throat .	1	Q02374	do you want to learn about home health care when you have a sore throat	0
261	tell me about folk remedies for a sore throat .	1	Q03139	would remedies using honey be what you are looking for	0
261	tell me about folk remedies for a sore throat .	1	Q00227	are you interested in historical medical treatment for sore throats	0
261	tell me about folk remedies for a sore throat .	1	Q00312	are you interested in making your own medicine to cure a sore throat	1
261	tell me about folk remedies for a sore throat .	1	Q00373	are you interested in remedies that are proven effective for treating a sore throat	0
261	tell me about folk remedies for a sore throat .	1	Q00435	are you interested in the folk remedies from a specific countries	0
261	tell me about folk remedies for a sore throat .	1	Q00862	are you looking for homeopathic remedies for a sore throat	0
261	tell me about folk remedies for a sore throat .	1	Q00951	are you looking for natural remedies for a sore throat	0
261	tell me about folk remedies for a sore throat .	1	Q02111	do you want to know if a home remedy will work for everyone	0
261	tell me about folk remedies for a sore throat .	1	Q02123	do you want to know if doctors agree with a particular folk remedy for curing a sore throat	0
295	how do you tie a windsor knot ?	1	Q00182	are you interested in different knot tying techniques	0
295	how do you tie a windsor knot ?	1	Q02101	do you want to know how to tie a full windsor knot	0
295	how do you tie a windsor knot ?	1	Q03641	would you like to know ways to tie a tie	0
295	how do you tie a windsor knot ?	1	Q02923	what type of instructions are you looking for	0
295	how do you tie a windsor knot ?	1	Q00709	are you looking for a video tutorial on how this is done	0
295	how do you tie a windsor knot ?	1	Q00708	are you looking for a video tutorial	0
295	how do you tie a windsor knot ?	1	Q00711	are you looking for a way to do this with pictures	0
295	how do you tie a windsor knot ?	1	Q00712	are you looking for a way to make this into a neck tie	0
295	how do you tie a windsor knot ?	1	Q00713	are you looking for a way to tie this knot quickly	1
295	how do you tie a windsor knot ?	1	Q01037	are you looking for step by step instructions on how to do this	0
